id,city,neighbourhood,room_type,price,latitude,longitude,description
1460362647878582539,Brussels,Uccle,Entire home/apt,55.0,50.8104154,4.3415379,"I sublet my apartment for around 2 weeks. It’s in a very peaceful area with a garden and a cat that will need to be fed (he is very independent and will spend most of the time outside), therefore I look for rather cat friendly guests. As appartement is on the ground floor it stays well isolated during potential heat waves. Very well connected with the city centre by trams and nice parks in the proximity!"
51515339,Brussels,Ganshoren,Entire home/apt,98.0,50.8761,4.31403,"Welcome to our cozy apartment in Brussels. From here, you have a nice view of a castle and a green park. The apartment is quiet, but you’re close to the city. Shops and restaurants are a 10-minute walk away. With public transport (2 minutes away), you’re in the city center in 25 minutes. We’d love to have guests for several months, but please book for a few weeks first to see if you like it."
37361262,Brussels,Ixelles,Entire home/apt,61.0,50.83670425415039,4.363752841949463,"Modern and comfortable apartment, warmly furnished, on the 3rd floor of a building located in the Saint-Boniface / Porte de Namur district in Ixelles. The accommodation can accommodate up to 4 people and is located 2 steps from the European institutions, Palais Royal, Avenue de la Toison d 'Or and Louise district. Access to the subway and bus is 50m away. Numerous restaurants and terraces, Shopping street 10 steps from the accommodation where you will find all the major brands for your shopping."
1464417255840481546,Brussels,Bruxelles,Entire home/apt,93.0,50.8436376,4.3511418,"Bright apartment with south-east facing terrace in the heart of Brussels but still quiet. Less than 5 minutes' walk to the main tourist sites (Manneke Pis, Grand-Place, Grand-Sablon, etc.) and public transport (central train station, bus, metro). Large selection of bars, restaurants, galleries, cinemas, etc... nearby. Ideally located for a business trip (European district) while enjoying the friendliness and city life of Brussels."
1419709105269725421,Brussels,Jette,Entire home/apt,125.0,50.89267,4.31824,"Enjoy elegant accommodation just steps away from the Atomium, Stadium, ING Arena, and Brussels Expo! The apartment is ideally located on a quiet street. It features a spacious living room with an open kitchen , two bedrooms, a bathroom with a walk-in shower and a separate toilet. Enjoy a south-facing private terrace. Free parking is available right in front of the building. A prime location for exploring the city of Brussels TRAM-BUS-METRO WALKING DISTANCE (2’)"
37134622,Brussels,Ixelles,Entire home/apt,210.0,50.82662,4.35868,"Beautiful & luminous apartment of 80m², with 2 bedrooms, located on street corner. You will enjoy great comfort and high-end equipment. The neighborhood is known for its great accessibility and charming restaurants & bars. In less than 5 min you will reach any transport to get anywhere in Brussels. This apartment would be ideal for a couple, a couple with a baby or for 2 singles. We are leaving for 6 months on holidays and are looking for respectful and serious hosts."
1101241359218720649,Brussels,Ixelles,Entire home/apt,485.0,50.83716,4.36295,"Luxurious 360m2 home. The space includes a stylish entrance hall, an expansive living room with open kitchen, grand piano, and refined artwork. Each room is comfortably furnished, including one with XXL bathrooms and terrace. Modern amenities such as a large LG screen, wifi, and fully equipped Vzug kitchen make the stay unforgettable. Enjoy the outdoor terrace for dinners under the stars. Luxury, comfort, and elegance define this unique experience."
1447903780687670545,Brussels,Saint-Gilles,Entire home/apt,92.0,50.8228952791045,4.350094465081797,"Modern basement studio in a Brussels house, ideal for a memorable stay. Recently renovated with care and very bright, it offers a large living room including the bedroom, a relaxation/dining area and a kitchenette (microwave and refrigerator). Bathroom with shower and toilet It gives access to an English courtyard. Linens and towels are provided. Very good location, next to Châtelain, Louise and all transportation including Gare du Midi."
1181244210998995264,Brussels,Woluwe-Saint-Lambert,Entire home/apt,90.0,50.849154142243194,4.434106697468321,"Welcome to your serene escape in our quiet ground-floor apartment with a private terrace—perfect for morning coffee or a peaceful evening wind-down. Located in a safe, upscale neighborhood, just a 5-minute walk from metro and bus stations. Reach the city center in 20 minutes. Shops, restaurants, and a mall are close by. Paid parking is nearby, and free parking is available within walking distance. A calm, connected space to enjoy Brussels at your own pace."
1320129274324823288,Brussels,Molenbeek-Saint-Jean,Private room,75.0,50.85119,4.30765,"Beautiful studio, completely renovated in 2021, including a bedroom with a 1m40 sofa bed, a kitchen. Private bathroom with shower and toilet is included. This studio is part of a large 140m2 apartment. We share the same entrance to the apartment. Bus in front of the building to the center in 15 minutes. Metro Beekkant and Gare de l 'Ouest in 2 bus stops. Prohibited parties. Absolute calm between 10 p.m. and 7 a.m. No domiciliation. Allow €50 for final cleaning."
758056598343870307,Brussels,Saint-Gilles,Entire home/apt,115.0,50.83532599999999,4.3415343,"Newly renovated studio with an authentic style. Full kitchen, Netflix, Wifi, shampoo as well as soap will be provided in this amazing studio. Perfect for 2 people, spacious and very bright. it is located at 3 minutes by foot from the Midi station and very close to the city center."
52400951,Brussels,Koekelberg,Entire home/apt,74.0,50.86548,4.31988,"You will stay in a modern and comfortable studio located on the ground floor of a small typical Brussels building, on a beautiful tree-lined avenue. Several shops (supermarkets, bakeries, etc.) are in the immediate vicinity of the accommodation. The city center is easily accessible from the studio (15 minutes by public transport and 10 minutes by car). Public transport is close to the apartment and it is also easy to park your vehicle in the neighborhood."
1038239417783658010,Brussels,Ixelles,Entire home/apt,176.0,50.82887646368809,4.375309869647026,"Stylish apartment with all amenities to enjoy your stay in Brussels. Over two floors the space includes a living room, entrance hall, dining room, fully equipped kitchen, two bedrooms, a bathroom with a bathtub and a separate shower and a private patio/terrace. Second bed can be split into two single beds. This spacious duplex is full of light and located in trendy Flagey area. The tram and bus stops are 1 minute walking distance. No parties at all or noise on the patio/terrace after 10PM"
1142405925731225515,Brussels,Saint-Gilles,Entire home/apt,59.0,50.83062,4.34092,Super bright apartment located on the third floor of our house. Recently renovated from scratch in a quiet neighborhood 10 minutes walk from media station and 15 minutes walk from the historical center of Brussels all public transportation are very near. We are in a one-way street which makes it very quiet.
35081430,Brussels,Bruxelles,Entire home/apt,35.0,50.89051,4.33444,"Studio for short rental for a minimum of three months ( maximum 2 pers.). Ideal studio for intern at Brugmann Hospital or Queen Fabiola (100m); for posted workers. ATTENTION: rented until September 3, 2025"
39345424,Brussels,Ixelles,Entire home/apt,170.0,50.82806,4.37701,"Cozy and bright apartment located in the calm neighborhood Ixelles. Ideally located a mere 5 min walk from Flagey, the apartment is very well served by public transport and is surrounded by bars, restaurants and shops nearby. Clean and quiet, it is an ideal choice for anyone wishing to discover Brussels, while enjoying the atmosphere of a warm and lively village- neighborhood vibe. Enjoy easy access to everything from this centrally located place."
1004090196850808436,Brussels,Forest,Entire home/apt,110.0,50.809069046824575,4.322685385516699,"Comfortable and quiet apartment close to the center of Brussels. In a Brussels house, easy to access for beeped. Suitable for couples and couples."
1491194303473144045,Brussels,Bruxelles,Entire home/apt,103.0,50.8472892,4.3498985,"Perched on the 2nd floor with elevator access, this unique two-bedroom home was recently redesigned by a renowned decorator, preserving the charm of historic Brussels while adding modern comfort. Large windows frame sweeping views of the city’s historic quarter, creating a bright and inviting atmosphere. Just steps from the iconic Grand Place and the 5★ Amigo Hotel, it’s the ideal base for exploring Brussels."
1260268367645219049,Brussels,Jette,Entire home/apt,193.0,50.8718204,4.3335359,Come and spend a pleasant stay with the family in a warm and stylish apartment! You will have a quiet stay and leave with lots of beautiful memories with family or friends.
861560154137109410,Brussels,Ixelles,Entire home/apt,490.0,50.82624149999999,4.378006600000001,"Exceptional 6 bedroom house with very bright garden close to the Ixelles ponds. The house is very quiet in a very lively area. It can accommodate up to 9 adults. Ideal for two or three families. You'll love lunch or dinner on the terrace, read by the fire, do big feasts in the kitchen, or play a board game in the game room. Close to restaurants and public transport. Please note, our cat lives in the house."
629730138484979212,Brussels,Bruxelles,Entire home/apt,133.0,50.848343,4.382586,"Stylish Brussels apartment located just off of Ambiorix square, nearby Schuman, the EU Institutions and multiple parks & green spaces. The kitchen is highly equipped, including with a private washing machine and dryer. The living room has a smart television with sound system. The bedroom sleeps two and has an en suite bathroom. High ceilings throughout!"
1461449413848032882,Brussels,Woluwe-Saint-Lambert,Entire home/apt,101.0,50.85267,4.4403,"Enjoy the summer sun with this apartment with windows on both sides. I rent my large and comfortable apartment in Brussels. With 2 furnished and comfortable bedrooms, a living room large enough to have fun, containing a ping pong table and a large balcony. This property is also composed of two bathrooms and a fully equipped kitchen. The neighborhood is very quiet, it is a pedestrian area and the city center is very accessible via the metro or even by bike."
1459052,Brussels,Etterbeek,Entire home/apt,44.0,50.83109,4.38782,"Comfortable apartment, fully equipped and independent. Pleasant district and numerous transportations. On foot: 30 minutes from the Royal Palace, 10 from the E.U. Two rooms (2X20m2) and a mezzanine (3x6m). Old but clean bathroom (A shower; the sink is small)! 4th floor, no elevator."
848533852243059764,Brussels,Ixelles,Private room,45.0,50.82328576331282,4.3858273112634745,Simplify your life in this peaceful and central accommodation. Ideal for any kind of stay.
1067237235413807040,Brussels,Anderlecht,Private room,61.0,50.8269317,4.3048678,"These bedrooms are close to everything, in 12th floor with city view, close to bus stop 49 and 74, near metro station, River, parks , shopping centers, buses and trams stops , two kilometers for to Brussel Midi train station, free parking"
688398,Brussels,Saint-Gilles,Entire home/apt,47.0,50.83202,4.34506,"Cosy little apartment in ""arrière maison"" (away from the street, so nice and quiet) in one of Brussels best areas for bars and restaurants, close to the touristic center and to Midi station and 2 minutes from Porte de Hal metro."
1478173164480036215,Brussels,Berchem-Sainte-Agathe,Entire home/apt,121.0,50.86546,4.284,"🏠 Welcome to our fully-equipped, bright and peaceful apartment, perfect for a family or couple looking for comfort. 📺 Large living room with TV (Netflix, Prime), PS4 and equipped kitchen. Master 🛌 bedroom (160x200) with terrace. Children👶 's bedroom with two beds (120x60, 160x70), cabin area, games and books🎯. 🚿 Bathroom with changing table, separate toilet 📍 Nestled in a dead-end street just 20 minutes from the historic center of Brussels by public transport."
1478752948113474040,Brussels,Jette,Entire home/apt,86.0,50.87319462150458,4.324924908578396,"Comfortable apartment for a perfect stay close to L'Atonium and city center. The apartment is well surrounded by shops, bars and restaurants."
97768,Brussels,Uccle,Private room,60.0,50.80688,4.33337,"Located in a warmly house, very quite and nicely decoreted with south of France colored accents. A lovely garden where you can have a rest at sun on a deck chair or having your breakfast. One of the most well known district of Brussels for shopping, situated very near beautiful parks for walks and some nice restaurants. It takes 5mn by tram to get to the Commune of Saint Gilles for more restaurants, bars and cafes."
52204169,Brussels,Bruxelles,Entire home/apt,60.0,50.8213,4.36913,Enjoy a stylish experience at this centrally-located place. Charming 45 m² studio located on the first floor with elevator in secure residence. Close to Avenue Louise and Bois de La Cambre and the Châtelain district with a swimming pool reserved for the residence. All shops and restaurants are nearby
1475850582508142726,Brussels,Uccle,Entire home/apt,106.0,50.8111,4.35565,"Fully renovated 1 bedroom apartment with high-end finishes. Offering a chic and comfortable setting, it has an elegant living room, equipped kitchen, and private terrace ideal for relaxing. Located in Winston Churchill, in a quiet and popular area, this accommodation combines luxury, modernity and a prime location. Great for a work or tourist stay. Fast WiFi included."
1489731528202474138,Brussels,Uccle,Entire home/apt,63.0,50.79115,4.31912,"Take a break and relax in this very nice apartment located in the capital of the European Union: Brussels. Clean and warm, it is close to all amenities: tram, bus, supermarkets, pharmacy, etc. The apartment is located in a quiet, residential area. I provide you with clean towels and blankets. The house has a fully equipped kitchen: stove, oven, air fryer, kettle, dishes..."
1264569721588281470,Brussels,Bruxelles,Private room,64.0,50.84527908761481,4.34091780397648,Comfortable room with en-suite bathroom in the heart of Brussels On the 2nd floor (no elevator) it consists of: → A comfortable double bed (140x200) 4K → TV Fast and secure → WiFi → An office → a mini fridge → a kettle and coffee maker → A shower room with shower gel and shampoo → Bedding Bath → linens →> professional cleaning included in the price! Note: The bedroom does not give access to a shared kitchen. Only the bedroom is available
4631220,Brussels,Ixelles,Entire home/apt,62.0,50.82479,4.37441,"Accommodation *freshly renovated* completely private to guests ⚠️ the apartment is on 2 levels including 1 in the basement with windows on each floor! Nice small independent and fully equipped duplex located in the heart of the Flagey district. Lively area and very well connected by public transport. Great for a short/long-term stay in Brussels. Nice restaurants, and areas of interest in the area!"
844026504850320200,Brussels,Etterbeek,Entire home/apt,105.0,50.83664373900837,4.387230675157637,Keep it simple at this peaceful and centrally-located place. Located on the 1st floor with a terrace. Sleeps 3 people (1 double bed + 1 sofa bed) Tourist taxes included
1513094158799405496,Brussels,Anderlecht,Entire home/apt,120.0,50.83799,4.30017,✔ Cleaned & Sanitized ✔ 90 m² Apartment just for you ✔ Single-story accommodation + Elevator access ✔ Garden-facing balcony ✔ 20 minutes from the Center of Brussels! Featuring ✔ Autonomous Arrival & Departure ✔ 60' TV + Free Wi-Fi ✔ Bright 45 m² living room + 2 Sofa beds for 2 guests ✔ Fully equipped kitchen + Essentials products + Coffee machine + Dishwasher ✔ Bedrooms | 2 Queen-size beds for 4 guests ✔ Shower room + Washing machine ✔ Guest guide ✔ All amenities nearby : Public transport...
9177354,Brussels,Ixelles,Entire home/apt,95.0,50.82581,4.35895,"- MINIMUM RENTAL: 3 MONTHS Spacious 80m² apartment - with private bedroom, an additional high-quality sofa bed, one bathroom with Italian shower - opens on to a large living/dining area with fully-fitted kitchen. The apartment can host up to 4 guests."
1309363250454297717,Brussels,Uccle,Entire home/apt,70.0,50.8036484,4.335222799999999,"A stone’s throw from Parvis Saint-Pierre, Maison Cokoon, a shared club house with ten suites (solo or duo), offers this furnished suite for 2 with an area of ± 37 m² and the use of common infrastructures of ± 250 m². The suite consists of a private living room, a sleeping area and a bathroom. The common areas offer a kitchen, a lounge, a home cinema and a garden. To view the 10 other suites, please click on the Maison Cokoon logo, on this page and the next to come."
1353678048481390053,Brussels,Forest,Entire home/apt,172.0,50.82465149999999,4.3266922,"Discover your home away from home in this spacious 125 m² accommodation in the heart of Forest, ideal for 6 guests. - 2 comfortable bedrooms with double beds. - Modern amenities including free internet and available parking. - Perfectly located near public transport and local attractions."
36876123,Brussels,Bruxelles,Entire home/apt,110.0,50.85075,4.34794,"This is a sunny haven for the world-wise traveler, located right in the heart of Brussels (Metro GrandPlace-Bourse). From the 6th floor you overlook Square Ste-Catherine and the bell tower. The area is surrounded by designer shops, gastronomic restaurants, a bio-market, and all the iconic cultural things to do. But there’s more to its central location: The apt has an elongated sunny balcony where aromatic herbs, greens & strawberries grow. It is a great outside...//"
49743501,Brussels,Saint-Josse-ten-Noode,Entire home/apt,180.0,50.856049,4.367471,"Our bright day-area fronted by a lovely terrace overlooking the Brussels skyline, makes this the ideal getaway. From within enjoy the settings of a large seating area with dining table and desk. Towards the back, you’ll find two luminous bedrooms, with an outstanding King-size bed in each, for a good night’s sleep. Finally, a large bathroom with shower cabin and bath/shower and toilet makes this apartment a unique escape ❗️"
1373460288168810195,Brussels,Schaerbeek,Private room,94.0,50.874897277409445,4.386030850573436,"Private room in an elegant mansion Stay in a beautiful mansion and enjoy a comfortable private room with 2 king-size beds, desk and internet connection. You will have access to the common areas: living room, dining room, equipped kitchen, green garden, as well as shared bathrooms and toilets. Ideal for guests looking for an elegant and friendly setting, combining charm and practicality."
18924827,Brussels,Schaerbeek,Private room,37.0,50.85676,4.37735,"Charming furnished room (+/-16m ²) with private terrace on the 2nd floor of a house to share with 5 young worker. Single bed convertible in double bed, very bright. Living room, kitchen and 2 bathrooms to share with other tenants. Key for your room."
1011394047600878108,Brussels,Forest,Entire home/apt,100.0,50.81743,4.34004,"Charming very bright apartment with terrace, located on a quiet street in the Altitude 100 neighborhood, close to transport, bars/restaurants, and a short walk from Forest Park and Duden. Charming flat full of light with a terrace situated in a calm street in the Altitude 100 neighborhood, close to public transportation, nice trendy bars/restaurants and a stone throw away from Forest and Duden parks."
1423931399466219296,Brussels,Ganshoren,Entire home/apt,95.0,50.86892016508391,4.32172111151943,2-room apartment in Brussels near the Basilica of Koekelberg. Kitchen with dining table and TV. One bedroom with 2 bunk beds so 4 single beds.
1339845431930879405,Brussels,Anderlecht,Entire home/apt,70.0,50.83945324408806,4.333534956242262,Comfortable renovated studio apartment - Ideally located in Brussels Fully-equipped studio just a stone's throw from Gare du Midi and close to the city center. Perfect for a convenient stopover or for exploring the heart of Brussels. An ideal pied-à-terre combining comfort and proximity for a carefree stay.
1222296289083250623,Brussels,Forest,Entire home/apt,75.0,50.80824713428637,4.313763425528651,"This quiet and cozy studio promises a unique stay! There is a double bed, a seating area with also a sofa bed. A fully equipped kitchen and private bathroom. In addition, a charming outdoor area awaits you for moments of relaxation. Nearby public transport to get around our beautiful capital! PS: Free parking for one car. Book now to take advantage of this welcoming and relaxing setting!"
751476332241104904,Brussels,Saint-Gilles,Private room,55.0,50.83276,4.33751,"Appartement chaleureux, sous les toits, Sunny rooftop apartment, 2 min walking from Midi station. Very convenient from and to the airport, or if you want to visit other cities by train (Bruges, Gent, Antwerp,...). The historical center is close, as well​ as the​ métro to go wherever in Brussels !"
1466492534925836637,Brussels,Molenbeek-Saint-Jean,Private room,53.0,50.86454561945237,4.342862796239153,"Private room in a modern 2-bedroom apartment in the vibrant Tour & Taxis district. Steps from Gare Maritime, green parks, food markets, and public transport. You’ll have a cozy room with a workspace, access to a fully equipped kitchen, and a shared bathroom. Fast Wi-Fi, fresh towels, and a peaceful atmosphere. Ideal for solo travelers, professionals, or couples exploring Brussels. ***There is a dog (chihuahua) in the apartment who is very friendly but worth noting if you are averse to dogs 🐕"
865581039900073601,Brussels,Saint-Josse-ten-Noode,Private room,35.0,50.84983825820574,4.373193013406301,"This brand new residence (renovated 2022) is 5 minutes cycling distance to Schuman station and the EU Commission, or alternatively 5' walk to Madou metro station and features 8 bedrooms from 16 to 28 sqm, each with its own private shower, toilet and fridge. A large common area with a lounge and fitted kitchen as well as a garden and bicycle parking is available to the tenants, and we're planning a laundry room with a coin-operated washing machine."
44287367,Brussels,Ixelles,Private room,180.0,50.8193,4.38518,"This is a colocation, in a 3-bedroom apartment, you may have one of the three and share the common areas (living room, kitchen, bathroom and small place). This room is located in a nice Brussels apartment, on the first floor, side of avenue and will allow you to study or do your internship quietly and to meet plenty of nice people in Brussels. You even have a private wifi network, insurance is included and you have a new Samsung Eco Bubble washing machine in the basement. Vincent"
1335471278892724764,Brussels,Bruxelles,Entire home/apt,150.0,50.8904721,4.4208017,"Welcome to our cozy apartment in Haren, Brussels, ideal for a family or a couple! A perfect base for exploring the city. - Private entrance for extra comfort. - Fully equipped kitchen for homemade meals. - Wonderful location near public transport."
1049956352846580533,Brussels,Bruxelles,Entire home/apt,108.0,50.84822930270179,4.350306285355243,"✔ Cleaned & Sanitized - See description ✔ 35m² studio fully refurbished ✔ Just for you ✔ In a secure building in the hypercentre ✔ 10 steps from the Grand-Place Featuring ✔ Autonomous Arrival & Departure ✔ Free Wi-Fi ✔ Super-equipped kitchen + Welcome pack ✔ Bright, comfortable and modern livingroom ✔ Bathroom with walk-in shower + Toilet ✔ Queen Size bed for 2 Guests ✔ Electronic guest guide ✔ All amenities nearby: Public transport, touristic attractions, bars, restaurants, shops of all kinds"
1112767459576482686,Brussels,Anderlecht,Entire home/apt,96.0,50.8434397,4.337547,"One bedroom apartment with a large mezzanine (bedroom/office) nestled in a beautiful islet in the heart of Brussels, close to the Gare du Midi, the Grand Place, the Bourse and Rue Antoine Dansaert. Ideal for those looking for calm in the heart of the city. You are close to everything: the Gare du Midi, the Midi market, Place Sainte-Catherine, Rue Antoine Dansaert... while being able to take refuge in the calm of a comfortable apartment."
1297750613917814463,Brussels,Bruxelles,Entire home/apt,63.0,50.8478,4.34834,"This is a super city center located flat, full lighting as top floor (6th). The flat has a seperate bedroom, seperate toilet, bathroom with bath and otherwise fully equiped to have a great stay in the city center to have a drink, dinner, visits closeby or by public transport. It's located in the vibrant Saint Gery area but as on the top floor, quiet inside. All accessible with elevator so no stairs needed. Perfect for a visit to Brussels ! Super City Center located !"
879440597225702494,Brussels,Schaerbeek,Entire home/apt,61.0,50.85356083125097,4.397368241109657,"This 25sqm studio was built in 2022. It is located in a calm neighborhood but really close to anything you might need 🚲 - 10 mins to the Center of Brussels 🚌 - 20 mins to the Center of Brussels 🚶‍♀️ - 1,8km to Schuman EU area 🍏 - 500m to Aldi The studio is equipped with a Bed (140) and a sofa-bed. Little ++ - The bed lifts up and has loads of storage underneath - You'll have central floor heating - There is a washing machine in the common area that you can use WC shared with 1 other per."
53124074,Brussels,Schaerbeek,Entire home/apt,81.0,50.84949,4.40049,"Beautiful new studio with bedroom area. Conveniently located: Close to EU institutions, crib, airport (direct line) and pre-metro (Diamond) Fully equipped kitchen (including dishwasher, coffee machine, toaster, kettle,..), bathroom with walk-in shower, washing machine and dryer. Separate toilet. This very quiet studio has everything you need for a comfortable stay. Carefully decorated with top materials. Bike cellar available."
1468697696530172501,Brussels,Woluwe-Saint-Lambert,Private room,41.0,50.85155880000001,4.4338628,"Looking for a comfortable, quiet and well-located stay in Brussels? Welcome to this charming private room, ideal for a single person who values silence, order and a cozy atmosphere. Located in a safe residential area of Woluwe-Saint-Lambert, you will enjoy natural light, good storage space and a relaxed atmosphere perfect for resting, working or studying."
939060969729523736,Brussels,Bruxelles,Entire home/apt,79.0,50.84941276808744,4.351857910332507,"A desire to discover the real Brussels? The adventure of this studio was born from the desire to travel differently; away from standardized establishments. Located on the 5th floor, this very beautiful bright apartment offers you a breathtaking view over the rooftops of Brussels. A stone's throw from the Grand Place, the Galerie de la Reine and the Théâtre de la Monnaie, the district will seduce you with its many shops, restaurants, bars, museums and other tourist attractions."
1204796881911547134,Brussels,Etterbeek,Entire home/apt,150.0,50.835236781734864,4.396814726837653,"Welcome to this charming, bright and comfortable flat located near the Mérode and Cinquantenaire districts Ideal for families, friends or business travellers, it offers every comfort for a relaxing and unforgettable stay Enjoy the view from the balcony or recharge your batteries with a pleasant stroll in the Cinquantenaire park Shops and restaurants nearby 2 minutes' walk from Mérode metro station 20 minutes' walk from Schuman 5 minutes from Central Station by metro"
1404529912889523160,Brussels,Bruxelles,Entire home/apt,192.0,50.83674892443776,4.34466129650442,"Welcome to Ma'marolles, a home away from home in the Marolles district, located in the heart of Brussels and renovated in 2025. It's in a quiet street in the middle of a lively neighbourhood, just a short walk from the Gare du Midi and the Gare Centrale. The area is full of charm: from the flea market and art deco swimming pool to antique shops, friendly cafés and delicious restaurants. The ideal place to explore Brussels and then relax, listening to retro vinyl on the sofa."
1010093637905938487,Brussels,Schaerbeek,Entire home/apt,72.0,50.86887968384137,4.375658034954068,Small apartment in a quiet area and a quiet house not far from the city center with all the shops in the surroundings and public transport nearby and easy to access
1394964729049561768,Brussels,Schaerbeek,Entire home/apt,139.0,50.859531108307195,4.375035435443104,"Only 10 minutes by transport from the Gare du Nord and 15 minutes from Brussels city center, this cozy and bright accommodation is ideally located. Public transport 50 m away, all the shops nearby (supermarket, bakery, butcher shop, etc.), restaurants 500 m away, Josaphat Park 7 min walk. Perfect for exploring the city while enjoying a lively, convenient and well-connected neighborhood."
1414467830834678934,Brussels,Berchem-Sainte-Agathe,Private room,89.0,50.862888213550306,4.287656620144844,"Welcome to this beautiful bright apartment located on the top floor of a quiet three-unit building, in the green district of Berchem-Sainte-Agathe; this accommodation offers comfort, tranquility and easy access to the main points of interest in Brussels. Just a few minutes' walk from Grand-Bigard train station, you are perfectly connected to the city center, Gare du Midi or Zaventem Airport."
23560447,Brussels,Molenbeek-Saint-Jean,Private room,65.0,50.8553,4.34222,"Clean and comfortable guest room in city center, private shower room, WIFI, good mattress, access to a private garden and terrace. Separate toilet in front of your room. Metro right in front of the house! Indoor parking space available on demand (12€/night). Located in the trendy Dansaert area, with nice bars & restaurants around. Just a 10 min walk to main touristic attractions."
623192,Brussels,Bruxelles,Entire home/apt,81.0,50.84387,4.34906,"If the apartement is super central, once you back home you can ear some birds and see green all around..My home has been fournished with time and love and will hopefully give you a good rest after your city day experiences!"
1207854938745986082,Brussels,Woluwe-Saint-Lambert,Entire home/apt,123.0,50.84953480421849,4.420307354415287,"Enjoy with family or friends at this great place to stay that offers good times in perspective. Stay quietly at this large single-family home, and enjoy the vibrant city center of Brussels, just 15 minutes away by public transport (bus and metro). Parking in front of the house, quiet area with all the necessary shops a 5-minute walk away!"
